Age,Gender,Income (AED),Employment Status,Location in Dubai,Skincare Purchase Frequency,Average Monthly Spend (AED),Skincare Products Used,Purchase Influencers,Skin Concerns,Follow Influencer Recommendations,Trusted Influencer Tier,Preferred Platform,Persuasive Ad Format,Browse Time,Purchased After Influencer Promotion,Max Willingness to Spend (AED),Willingness to Try New Brand,Purchase Discouragement Factors,Number of Skincare Influencers Followed,Interest in Curated Skincare Box,Willing to Pay Premium,One Platform for Shopping Inspiration,Influencer Marketing Trust Score (1–5),Favorite Influencer or Brand
18,Male,"5,000–10,000",Unemployed,Dubai Marina,Weekly,254,"Face Masks, Serums, Moisturizers, Cleansers","Brand, Social Media Influencers","Acne, Uneven Tone, Oily Skin",Sometimes,Macro,Instagram,Static Image Post,Late Night,No,125,Very Likely,"Not Suitable for My Skin, Price Too High",1–5,No,Yes,TikTok,2,Miguel Beauty
28,Female,"10,000–20,000",Working Professional,Other,Monthly,108,"Sunscreens, Anti-aging Products, Face Masks, Moisturizers","Packaging, Social Media Influencers, Dermatologist Recommendations","Oily Skin, Dryness",Often,Macro,Instagram,Short Reels,Afternoon,No,327,Very Likely,"No Visible Results, Lack of Trust, Price Too High",None,Maybe,Depends on brand & value,YouTube,4,Brandi Beauty
32,Male,"5,000–10,000",Working Professional,Jumeirah,Rarely,122,"Sunscreens, Cleansers, Face Masks, Anti-aging Products","Product Reviews, Dermatologist Recommendations, Packaging","Uneven Tone, Dryness, Wrinkles",Often,Micro,YouTube,Short Reels,Evening,No,334,Neutral,Price Too High,1–5,No,Depends on brand & value,YouTube,5,Raymond Beauty
41,Female,"5,000–10,000",Student,Deira,Monthly,94,"Serums, Moisturizers, Sunscreens, Cleansers","Friends & Family, Social Media Influencers","Dryness, Dark Spots, Oily Skin",Often,Micro,Instagram,Story,Evening,No,168,Unlikely,"Lack of Trust, No Visible Results",6–10,No,No,YouTube,5,Jacqueline Beauty
25,Female,"10,000–20,000",Working Professional,Other,Monthly,139,"Face Masks, Cleansers, Anti-aging Products","Price, Social Media Influencers, Dermatologist Recommendations","Dark Spots, Uneven Tone, Oily Skin",Sometimes,Mega,Facebook,Static Image Post,Late Night,No,219,Neutral,"Lack of Trust, Price Too High",1–5,No,No,YouTube,3,Elizabeth Beauty
23,Male,"10,000–20,000",Working Professional,Jumeirah,Quarterly,67,"Face Masks, Sunscreens, Cleansers, Moisturizers","Price, Social Media Influencers",Uneven Tone,Rarely,Celebrity,Instagram,Story,Evening,No,167,Likely,"Not Suitable for My Skin, Lack of Trust",6–10,Maybe,No,TikTok,4,Erin Beauty
25,Male,"Below 5,000",Homemaker,Bur Dubai,Monthly,99,"Moisturizers, Serums","Packaging, Dermatologist Recommendations, Social Media Influencers","Wrinkles, Oily Skin, Dark Spots",Often,Macro,Instagram,Story,Evening,Yes,233,Very Unlikely,"Lack of Trust, Price Too High",6–10,Maybe,Yes,TikTok,3,Brent Beauty
37,Prefer not to say,"10,000–20,000",Working Professional,Bur Dubai,Rarely,398,"Face Masks, Serums, Sunscreens, Anti-aging Products","Friends & Family, Social Media Influencers","Dark Spots, Dryness, Acne, Oily Skin",Sometimes,Mega,Snapchat,Full-Length Video,Afternoon,No,226,Very Likely,No Visible Results,11–20,No,Yes,YouTube,3,Steve Beauty
32,Female,"10,000–20,000",Working Professional,Dubai Marina,Quarterly,79,"Serums, Anti-aging Products, Face Masks","Social Media Influencers, Friends & Family","Dryness, Wrinkles, Dark Spots, Oily Skin",Often,Micro,TikTok,Story,Afternoon,Yes,308,Likely,"No Visible Results, Lack of Trust, Not Suitable for My Skin",1–5,Yes,Depends on brand & value,Instagram,5,Dawn Beauty
25,Male,"10,000–20,000",Working Professional,Jumeirah,Monthly,156,"Moisturizers, Anti-aging Products, Serums, Cleansers","Packaging, Social Media Influencers","Oily Skin, Dark Spots, Dryness, Uneven Tone",Always,Mega,Facebook,Short Reels,Afternoon,No,348,Neutral,"Lack of Trust, Too Many Promotions, No Visible Results",1–5,No,Depends on brand & value,TikTok,3,Lindsey Beauty
34,Male,"5,000–10,000",Working Professional,Dubai Marina,Monthly,89,"Face Masks, Serums","Social Media Influencers, Dermatologist Recommendations","Acne, Wrinkles, Dryness",Rarely,Macro,YouTube,Static Image Post,Afternoon,Yes,354,Unlikely,"Price Too High, No Visible Results",11–20,No,No,YouTube,3,Tina Beauty
30,Male,"35,000 and above",Homemaker,Other,Monthly,198,"Serums, Moisturizers, Sunscreens","Price, Social Media Influencers, Dermatologist Recommendations","Dryness, Uneven Tone, Oily Skin",Sometimes,Micro,Instagram,Static Image Post,Afternoon,Yes,207,Neutral,"Too Many Promotions, Price Too High, Not Suitable for My Skin",6–10,Maybe,No,YouTube,1,Katherine Beauty
37,Female,"Below 5,000",Unemployed,Other,Monthly,64,"Moisturizers, Anti-aging Products, Cleansers, Serums","Product Reviews, Packaging",Acne,Sometimes,Macro,Facebook,Short Reels,Morning,Yes,234,Neutral,"Not Suitable for My Skin, No Visible Results",More than 20,No,Yes,YouTube,5,Jacob Beauty
24,Female,"20,000–35,000",Working Professional,Jumeirah,Quarterly,400,"Cleansers, Moisturizers, Serums, Sunscreens","Dermatologist Recommendations, Product Reviews, Social Media Influencers","Uneven Tone, Dryness",Sometimes,Micro,Instagram,Full-Length Video,Late Night,No,123,Very Likely,Lack of Trust,1–5,Yes,Yes,Instagram,5,Sarah Beauty
27,Male,"Below 5,000",Working Professional,Dubai Marina,Monthly,110,"Moisturizers, Cleansers, Anti-aging Products","Brand, Price, Dermatologist Recommendations","Wrinkles, Oily Skin, Dark Spots, Uneven Tone",Rarely,Macro,Instagram,Story,Late Night,No,189,Likely,"Price Too High, Not Suitable for My Skin",11–20,Maybe,No,TikTok,4,Jasmine Beauty
26,Male,"Below 5,000",Student,Deira,Weekly,76,"Serums, Anti-aging Products, Face Masks, Sunscreens","Dermatologist Recommendations, Product Reviews, Social Media Influencers","Dark Spots, Wrinkles, Acne, Dryness",Rarely,Mega,TikTok,Short Reels,Late Night,No,322,Neutral,"Price Too High, Too Many Promotions, Not Suitable for My Skin",None,No,No,TikTok,5,Robert Beauty
18,Male,"20,000–35,000",Business Owner,Other,Monthly,57,"Serums, Face Masks","Price, Friends & Family",Dark Spots,Sometimes,Macro,YouTube,Full-Length Video,Late Night,No,371,Very Likely,"Lack of Trust, No Visible Results",1–5,No,Yes,Instagram,3,Cynthia Beauty
32,Prefer not to say,"20,000–35,000",Student,Deira,Monthly,68,"Face Masks, Serums, Anti-aging Products","Social Media Influencers, Brand, Dermatologist Recommendations","Acne, Dryness, Uneven Tone",Often,None,TikTok,Static Image Post,Morning,Yes,157,Likely,"No Visible Results, Lack of Trust",1–5,Yes,Yes,TikTok,4,Wendy Beauty
32,Female,"10,000–20,000",Business Owner,Other,Monthly,123,"Moisturizers, Anti-aging Products, Serums","Friends & Family, Social Media Influencers, Product Reviews","Oily Skin, Dark Spots, Acne, Uneven Tone",Sometimes,Macro,YouTube,Short Reels,Morning,No,205,Neutral,"No Visible Results, Lack of Trust",11–20,No,Depends on brand & value,TikTok,3,Alicia Beauty
30,Prefer not to say,"10,000–20,000",Working Professional,Bur Dubai,Weekly,91,"Cleansers, Face Masks, Serums, Sunscreens","Friends & Family, Social Media Influencers, Price","Oily Skin, Dryness, Uneven Tone",Sometimes,Micro,Instagram,Static Image Post,Evening,No,248,Unlikely,"No Visible Results, Too Many Promotions, Lack of Trust",More than 20,Maybe,Yes,Instagram,2,Susan Beauty
28,Female,"10,000–20,000",Unemployed,Jumeirah,Weekly,226,"Anti-aging Products, Face Masks","Social Media Influencers, Friends & Family, Price","Acne, Uneven Tone",Often,Macro,Instagram,Story,Morning,Yes,271,Neutral,Too Many Promotions,1–5,No,Yes,Instagram,4,Clayton Beauty
18,Male,"5,000–10,000",Working Professional,Downtown,Monthly,106,"Serums, Face Masks, Sunscreens","Product Reviews, Friends & Family, Social Media Influencers","Wrinkles, Dark Spots, Uneven Tone, Oily Skin",Always,Micro,Instagram,Short Reels,Morning,Yes,189,Very Likely,"Too Many Promotions, Price Too High",1–5,No,No,YouTube,5,Susan Beauty
26,Female,"5,000–10,000",Working Professional,Other,Weekly,78,"Cleansers, Face Masks","Product Reviews, Price","Uneven Tone, Dryness, Oily Skin, Dark Spots",Never,Macro,Instagram,Story,Evening,Yes,281,Very Likely,No Visible Results,None,Maybe,Depends on brand & value,TikTok,1,Angela Beauty
27,Female,"10,000–20,000",Student,Other,Weekly,146,"Anti-aging Products, Sunscreens, Cleansers","Product Reviews, Brand","Wrinkles, Oily Skin, Uneven Tone",Sometimes,Mega,Instagram,Short Reels,Afternoon,Yes,214,Neutral,No Visible Results,None,No,No,TikTok,3,Joann Beauty
23,Female,"10,000–20,000",Student,Dubai Marina,Rarely,172,"Serums, Cleansers, Moisturizers, Sunscreens","Packaging, Social Media Influencers, Product Reviews","Oily Skin, Acne, Dryness, Dark Spots",Always,Macro,Facebook,Story,Morning,Yes,248,Neutral,Lack of Trust,None,Yes,Depends on brand & value,YouTube,3,Ricky Beauty
28,Male,"20,000–35,000",Homemaker,Downtown,Quarterly,68,"Face Masks, Sunscreens, Serums, Anti-aging Products","Price, Friends & Family",Uneven Tone,Sometimes,Micro,YouTube,Full-Length Video,Evening,No,290,Neutral,No Visible Results,11–20,Maybe,Depends on brand & value,YouTube,3,Walter Beauty
33,Female,"20,000–35,000",Unemployed,Downtown,Monthly,68,"Face Masks, Anti-aging Products","Packaging, Brand, Dermatologist Recommendations","Oily Skin, Wrinkles, Uneven Tone, Dark Spots",Often,Macro,Snapchat,Static Image Post,Evening,Yes,250,Likely,Too Many Promotions,1–5,Maybe,Depends on brand & value,Instagram,5,Allen Beauty
45,Male,"20,000–35,000",Working Professional,Downtown,Monthly,53,"Moisturizers, Serums","Packaging, Product Reviews",Dryness,Sometimes,Macro,YouTube,Story,Evening,Yes,217,Very Likely,Price Too High,11–20,Yes,No,Instagram,4,Lucas Beauty
31,Male,"35,000 and above",Business Owner,Downtown,Monthly,183,"Anti-aging Products, Cleansers, Sunscreens, Serums","Price, Social Media Influencers","Oily Skin, Wrinkles",Sometimes,Micro,TikTok,Short Reels,Morning,No,241,Very Likely,"Price Too High, Not Suitable for My Skin",1–5,Maybe,Depends on brand & value,YouTube,4,Shawn Beauty
32,Female,"10,000–20,000",Working Professional,Deira,Monthly,159,"Sunscreens, Face Masks","Price, Brand","Wrinkles, Dryness",Sometimes,Mega,Instagram,Story,Late Night,No,243,Very Likely,"Not Suitable for My Skin, Price Too High",More than 20,Maybe,Yes,YouTube,5,Norman Beauty
29,Prefer not to say,"10,000–20,000",Homemaker,Other,Quarterly,114,"Serums, Anti-aging Products","Product Reviews, Brand, Social Media Influencers","Dark Spots, Oily Skin",Sometimes,Mega,Facebook,Static Image Post,Late Night,Yes,222,Unlikely,"No Visible Results, Too Many Promotions",1–5,Maybe,Depends on brand & value,TikTok,3,Erik Beauty
18,Female,"10,000–20,000",Working Professional,Jumeirah,Weekly,235,"Serums, Face Masks, Sunscreens, Moisturizers","Friends & Family, Dermatologist Recommendations",Acne,Often,Macro,YouTube,Static Image Post,Evening,No,230,Likely,"Price Too High, Not Suitable for My Skin, No Visible Results",1–5,No,Depends on brand & value,Instagram,4,Lisa Beauty
29,Male,"5,000–10,000",Business Owner,Bur Dubai,Weekly,213,"Sunscreens, Anti-aging Products, Moisturizers","Dermatologist Recommendations, Brand","Dryness, Oily Skin, Uneven Tone",Often,Macro,TikTok,Full-Length Video,Morning,No,369,Likely,"Too Many Promotions, Lack of Trust, No Visible Results",6–10,Maybe,No,TikTok,4,Angela Beauty
30,Female,"10,000–20,000",Student,Deira,Monthly,138,"Anti-aging Products, Face Masks","Product Reviews, Brand","Dryness, Uneven Tone, Acne, Oily Skin",Sometimes,None,YouTube,Story,Evening,No,292,Likely,Lack of Trust,1–5,Yes,Depends on brand & value,TikTok,4,Heather Beauty
49,Male,"5,000–10,000",Working Professional,Deira,Quarterly,252,"Sunscreens, Face Masks, Anti-aging Products, Cleansers","Friends & Family, Packaging, Product Reviews","Dryness, Dark Spots",Often,Mega,Instagram,Story,Afternoon,No,227,Neutral,"Not Suitable for My Skin, Price Too High, Too Many Promotions",1–5,Yes,Depends on brand & value,Instagram,5,Evelyn Beauty
28,Non-binary,"5,000–10,000",Working Professional,Deira,Rarely,73,"Serums, Face Masks, Moisturizers, Sunscreens","Dermatologist Recommendations, Brand","Oily Skin, Acne, Dryness",Sometimes,Mega,YouTube,Short Reels,Morning,No,302,Likely,Not Suitable for My Skin,More than 20,Yes,No,Instagram,5,Sandra Beauty
32,Female,"20,000–35,000",Working Professional,Dubai Marina,Monthly,61,"Anti-aging Products, Sunscreens","Social Media Influencers, Dermatologist Recommendations","Dryness, Uneven Tone",Often,None,YouTube,Short Reels,Morning,No,224,Unlikely,Too Many Promotions,More than 20,No,No,YouTube,3,Michael Beauty
29,Male,"10,000–20,000",Working Professional,Bur Dubai,Rarely,81,"Face Masks, Cleansers, Sunscreens, Moisturizers","Brand, Packaging",Dark Spots,Often,Celebrity,Instagram,Short Reels,Late Night,No,337,Likely,"Lack of Trust, No Visible Results, Too Many Promotions",1–5,Maybe,Depends on brand & value,Instagram,5,Donald Beauty
20,Female,"20,000–35,000",Working Professional,Jumeirah,Monthly,55,"Moisturizers, Face Masks","Product Reviews, Friends & Family","Dryness, Wrinkles",Often,Macro,Instagram,Short Reels,Late Night,No,277,Very Likely,Too Many Promotions,11–20,Maybe,Depends on brand & value,TikTok,3,Marvin Beauty
39,Female,"10,000–20,000",Working Professional,Other,Monthly,125,"Sunscreens, Anti-aging Products","Packaging, Brand, Dermatologist Recommendations","Acne, Uneven Tone, Dryness",Rarely,Micro,TikTok,Full-Length Video,Afternoon,No,241,Very Likely,"Price Too High, Lack of Trust",6–10,Maybe,No,TikTok,1,Anthony Beauty
36,Male,"20,000–35,000",Working Professional,Other,Weekly,325,"Face Masks, Sunscreens","Social Media Influencers, Product Reviews, Dermatologist Recommendations","Acne, Uneven Tone, Wrinkles",Sometimes,Micro,YouTube,Full-Length Video,Afternoon,Yes,283,Likely,No Visible Results,1–5,No,Yes,YouTube,3,Jeff Beauty
36,Female,"20,000–35,000",Student,Bur Dubai,Rarely,54,"Sunscreens, Cleansers, Face Masks","Product Reviews, Brand, Packaging","Uneven Tone, Dark Spots",Rarely,Celebrity,TikTok,Static Image Post,Morning,No,132,Neutral,"No Visible Results, Too Many Promotions",1–5,Maybe,Depends on brand & value,TikTok,3,Amber Beauty
22,Female,"35,000 and above",Working Professional,Dubai Marina,Monthly,63,"Moisturizers, Face Masks, Anti-aging Products, Sunscreens","Dermatologist Recommendations, Brand, Price","Dark Spots, Dryness, Acne, Wrinkles",Often,None,Facebook,Story,Afternoon,No,165,Likely,"Lack of Trust, Price Too High",1–5,Yes,No,YouTube,4,Rodney Beauty
41,Female,"20,000–35,000",Student,Downtown,Monthly,110,"Sunscreens, Moisturizers, Anti-aging Products","Brand, Packaging, Friends & Family","Oily Skin, Dryness",Often,Celebrity,TikTok,Story,Late Night,Yes,160,Very Likely,"Too Many Promotions, No Visible Results, Lack of Trust",6–10,No,Depends on brand & value,TikTok,4,Fred Beauty
18,Female,"10,000–20,000",Working Professional,Deira,Monthly,321,"Moisturizers, Serums, Anti-aging Products, Sunscreens","Social Media Influencers, Product Reviews","Oily Skin, Dark Spots, Uneven Tone, Wrinkles",Sometimes,Macro,Instagram,Story,Evening,Yes,260,Likely,Not Suitable for My Skin,1–5,No,Yes,TikTok,5,Christopher Beauty
34,Male,"10,000–20,000",Working Professional,Downtown,Weekly,88,"Sunscreens, Cleansers","Dermatologist Recommendations, Product Reviews","Wrinkles, Acne, Oily Skin, Dryness",Rarely,Macro,TikTok,Short Reels,Evening,Yes,379,Likely,Too Many Promotions,11–20,Maybe,Depends on brand & value,Instagram,4,Linda Beauty
47,Male,"Below 5,000",Unemployed,Deira,Weekly,120,"Face Masks, Moisturizers","Dermatologist Recommendations, Packaging",Dryness,Often,Celebrity,TikTok,Full-Length Video,Late Night,Yes,417,Neutral,"Price Too High, Not Suitable for My Skin",1–5,Yes,Depends on brand & value,Instagram,4,Amy Beauty
22,Male,"35,000 and above",Student,Downtown,Monthly,54,"Serums, Anti-aging Products, Moisturizers","Dermatologist Recommendations, Brand","Dryness, Oily Skin",Sometimes,None,Instagram,Static Image Post,Afternoon,No,297,Likely,Not Suitable for My Skin,1–5,Yes,Depends on brand & value,Instagram,2,Nicole Beauty
25,Non-binary,"20,000–35,000",Homemaker,Deira,Rarely,66,"Serums, Moisturizers, Face Masks, Sunscreens","Brand, Packaging","Oily Skin, Wrinkles, Acne",Often,Mega,Snapchat,Short Reels,Late Night,Yes,287,Very Likely,"Price Too High, Too Many Promotions",11–20,No,Depends on brand & value,TikTok,1,Jessica Beauty
30,Female,"5,000–10,000",Working Professional,Bur Dubai,Quarterly,481,"Sunscreens, Cleansers, Anti-aging Products, Face Masks","Dermatologist Recommendations, Social Media Influencers, Brand","Acne, Dryness, Wrinkles, Uneven Tone",Sometimes,Macro,Facebook,Static Image Post,Morning,No,114,Very Likely,"No Visible Results, Lack of Trust",6–10,Maybe,Yes,TikTok,4,Jeffrey Beauty
25,Female,"5,000–10,000",Homemaker,Dubai Marina,Rarely,385,"Moisturizers, Serums","Product Reviews, Brand, Packaging","Acne, Dryness",Sometimes,Mega,YouTube,Short Reels,Morning,Yes,209,Very Likely,"No Visible Results, Too Many Promotions, Price Too High",1–5,No,Depends on brand & value,TikTok,4,Adam Beauty
18,Male,"20,000–35,000",Unemployed,Downtown,Quarterly,50,"Serums, Sunscreens, Anti-aging Products","Price, Social Media Influencers, Dermatologist Recommendations","Uneven Tone, Acne, Oily Skin",Sometimes,None,Instagram,Story,Afternoon,Yes,190,Very Likely,"Lack of Trust, Price Too High",1–5,No,Yes,TikTok,5,Brandon Beauty
30,Male,"5,000–10,000",Student,Dubai Marina,Quarterly,353,"Face Masks, Moisturizers, Serums, Sunscreens","Price, Product Reviews, Packaging","Dark Spots, Dryness, Uneven Tone, Acne",Sometimes,Mega,Instagram,Story,Evening,No,203,Unlikely,"Not Suitable for My Skin, Price Too High",1–5,Yes,No,Instagram,3,George Beauty
21,Female,"5,000–10,000",Student,Bur Dubai,Monthly,151,"Serums, Anti-aging Products, Sunscreens, Cleansers","Social Media Influencers, Dermatologist Recommendations, Brand","Oily Skin, Uneven Tone, Wrinkles",Sometimes,Macro,TikTok,Static Image Post,Afternoon,No,237,Likely,Not Suitable for My Skin,None,No,No,Instagram,1,Jennifer Beauty
33,Non-binary,"Below 5,000",Student,Bur Dubai,Monthly,252,"Serums, Cleansers, Sunscreens, Moisturizers","Product Reviews, Social Media Influencers",Oily Skin,Often,Macro,Snapchat,Story,Late Night,No,214,Very Likely,"No Visible Results, Too Many Promotions, Price Too High",6–10,No,Depends on brand & value,TikTok,4,Jennifer Beauty
22,Male,"20,000–35,000",Student,Dubai Marina,Rarely,110,"Anti-aging Products, Sunscreens, Cleansers","Social Media Influencers, Friends & Family, Dermatologist Recommendations","Dryness, Dark Spots, Uneven Tone, Oily Skin",Sometimes,Celebrity,Instagram,Static Image Post,Morning,Yes,101,Neutral,No Visible Results,More than 20,Maybe,Yes,YouTube,3,John Beauty
42,Female,"10,000–20,000",Working Professional,Other,Monthly,122,"Face Masks, Sunscreens","Brand, Social Media Influencers, Friends & Family",Uneven Tone,Always,Micro,Instagram,Story,Evening,Yes,306,Very Likely,"Not Suitable for My Skin, Too Many Promotions",1–5,Maybe,No,Instagram,1,Leonard Beauty
